path,targets,label
simpsons_dataset\principal_skinner\pic_0381.jpg,13,principal_skinner
simpsons_dataset\principal_skinner\pic_0147.jpg,13,principal_skinner
simpsons_dataset\homer_simpson\pic_0887.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0997.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0866.jpg,0,abraham_grampa_simpson
simpsons_dataset\bart_simpson\pic_0048.jpg,2,bart_simpson
simpsons_dataset\charles_montgomery_burns\pic_0944.jpg,3,charles_montgomery_burns
simpsons_dataset\chief_wiggum\pic_0728.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1133.jpg,6,homer_simpson
simpsons_dataset\chief_wiggum\pic_0464.jpg,4,chief_wiggum
simpsons_dataset\krusty_the_clown\pic_0677.jpg,7,krusty_the_clown
simpsons_dataset\principal_skinner\pic_0144.jpg,13,principal_skinner
simpsons_dataset\bart_simpson\pic_0631.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0808.jpg,9,marge_simpson
simpsons_dataset\lisa_simpson\pic_0272.jpg,8,lisa_simpson
simpsons_dataset\krusty_the_clown\pic_0538.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_0529.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0344.jpg,14,sideshow_bob
simpsons_dataset\sideshow_bob\pic_0026.jpg,14,sideshow_bob
simpsons_dataset\abraham_grampa_simpson\pic_0774.jpg,0,abraham_grampa_simpson
simpsons_dataset\principal_skinner\pic_0694.jpg,13,principal_skinner
simpsons_dataset\moe_szyslak\pic_0400.jpg,11,moe_szyslak
simpsons_dataset\chief_wiggum\pic_0296.jpg,4,chief_wiggum
simpsons_dataset\chief_wiggum\pic_0474.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_0238.jpg,11,moe_szyslak
simpsons_dataset\apu_nahasapeemapetilon\pic_0578.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\abraham_grampa_simpson\pic_0601.jpg,0,abraham_grampa_simpson
simpsons_dataset\chief_wiggum\pic_0322.jpg,4,chief_wiggum
simpsons_dataset\krusty_the_clown\pic_0465.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_2190.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0318.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_0449.jpg,12,ned_flanders
simpsons_dataset\principal_skinner\pic_1103.jpg,13,principal_skinner
simpsons_dataset\abraham_grampa_simpson\pic_0878.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_1085.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0496.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_0247.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0581.jpg,8,lisa_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0272.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\apu_nahasapeemapetilon\pic_0474.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\marge_simpson\pic_1214.jpg,9,marge_simpson
simpsons_dataset\homer_simpson\pic_1228.jpg,6,homer_simpson
simpsons_dataset\comic_book_guy\pic_0014.jpg,5,comic_book_guy
simpsons_dataset\marge_simpson\pic_0395.jpg,9,marge_simpson
simpsons_dataset\milhouse_van_houten\pic_0361.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_0626.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_2188.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0346.jpg,3,charles_montgomery_burns
simpsons_dataset\sideshow_bob\pic_0741.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_0021.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0580.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0907.jpg,9,marge_simpson
simpsons_dataset\bart_simpson\pic_0347.jpg,2,bart_simpson
simpsons_dataset\marge_simpson\pic_0202.jpg,9,marge_simpson
simpsons_dataset\milhouse_van_houten\pic_0567.jpg,10,milhouse_van_houten
simpsons_dataset\bart_simpson\pic_0885.jpg,2,bart_simpson
simpsons_dataset\bart_simpson\pic_1158.jpg,2,bart_simpson
simpsons_dataset\principal_skinner\pic_0614.jpg,13,principal_skinner
simpsons_dataset\principal_skinner\pic_0146.jpg,13,principal_skinner
simpsons_dataset\ned_flanders\pic_0396.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0713.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_1412.jpg,12,ned_flanders
simpsons_dataset\charles_montgomery_burns\pic_0278.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_1637.jpg,6,homer_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0307.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\krusty_the_clown\pic_0030.jpg,7,krusty_the_clown
simpsons_dataset\milhouse_van_houten\pic_0895.jpg,10,milhouse_van_houten
simpsons_dataset\ned_flanders\pic_1137.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0011.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0081.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\abraham_grampa_simpson\pic_0025.jpg,0,abraham_grampa_simpson
simpsons_dataset\bart_simpson\pic_1187.jpg,2,bart_simpson
simpsons_dataset\bart_simpson\pic_0573.jpg,2,bart_simpson
simpsons_dataset\lisa_simpson\pic_0328.jpg,8,lisa_simpson
simpsons_dataset\marge_simpson\pic_1250.jpg,9,marge_simpson
simpsons_dataset\lisa_simpson\pic_1284.jpg,8,lisa_simpson
simpsons_dataset\charles_montgomery_burns\pic_0397.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_1451.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0187.jpg,11,moe_szyslak
simpsons_dataset\marge_simpson\pic_0357.jpg,9,marge_simpson
simpsons_dataset\sideshow_bob\pic_0585.jpg,14,sideshow_bob
simpsons_dataset\moe_szyslak\pic_0086.jpg,11,moe_szyslak
simpsons_dataset\homer_simpson\pic_1181.jpg,6,homer_simpson
simpsons_dataset\milhouse_van_houten\pic_0561.jpg,10,milhouse_van_houten
simpsons_dataset\apu_nahasapeemapetilon\pic_0020.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\chief_wiggum\pic_0879.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_1254.jpg,11,moe_szyslak
simpsons_dataset\chief_wiggum\pic_0581.jpg,4,chief_wiggum
simpsons_dataset\moe_szyslak\pic_1243.jpg,11,moe_szyslak
simpsons_dataset\marge_simpson\pic_0147.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0402.jpg,4,chief_wiggum
simpsons_dataset\charles_montgomery_burns\pic_0380.jpg,3,charles_montgomery_burns
simpsons_dataset\charles_montgomery_burns\pic_1001.jpg,3,charles_montgomery_burns
simpsons_dataset\comic_book_guy\pic_0379.jpg,5,comic_book_guy
simpsons_dataset\homer_simpson\pic_0354.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0541.jpg,8,lisa_simpson
simpsons_dataset\sideshow_bob\pic_0197.jpg,14,sideshow_bob
simpsons_dataset\abraham_grampa_simpson\pic_0861.jpg,0,abraham_grampa_simpson
simpsons_dataset\sideshow_bob\pic_0395.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_1063.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0317.jpg,0,abraham_grampa_simpson
simpsons_dataset\principal_skinner\pic_0213.jpg,13,principal_skinner
simpsons_dataset\moe_szyslak\pic_0506.jpg,11,moe_szyslak
simpsons_dataset\sideshow_bob\pic_0034.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_1420.jpg,6,homer_simpson
simpsons_dataset\marge_simpson\pic_1121.jpg,9,marge_simpson
simpsons_dataset\charles_montgomery_burns\pic_0852.jpg,3,charles_montgomery_burns
simpsons_dataset\charles_montgomery_burns\pic_1129.jpg,3,charles_montgomery_burns
simpsons_dataset\chief_wiggum\pic_0619.jpg,4,chief_wiggum
simpsons_dataset\principal_skinner\pic_1091.jpg,13,principal_skinner
simpsons_dataset\homer_simpson\pic_0461.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0487.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0886.jpg,10,milhouse_van_houten
simpsons_dataset\abraham_grampa_simpson\pic_0439.jpg,0,abraham_grampa_simpson
simpsons_dataset\chief_wiggum\pic_0289.jpg,4,chief_wiggum
simpsons_dataset\apu_nahasapeemapetilon\pic_0375.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\ned_flanders\pic_0332.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0301.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\marge_simpson\pic_0753.jpg,9,marge_simpson
simpsons_dataset\moe_szyslak\pic_0009.jpg,11,moe_szyslak
simpsons_dataset\bart_simpson\pic_0156.jpg,2,bart_simpson
simpsons_dataset\moe_szyslak\pic_1388.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_0505.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0591.jpg,10,milhouse_van_houten
simpsons_dataset\milhouse_van_houten\pic_0295.jpg,10,milhouse_van_houten
simpsons_dataset\homer_simpson\pic_0929.jpg,6,homer_simpson
simpsons_dataset\principal_skinner\pic_1119.jpg,13,principal_skinner
simpsons_dataset\principal_skinner\pic_0272.jpg,13,principal_skinner
simpsons_dataset\sideshow_bob\pic_0769.jpg,14,sideshow_bob
simpsons_dataset\chief_wiggum\pic_0462.jpg,4,chief_wiggum
simpsons_dataset\apu_nahasapeemapetilon\pic_0002.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\milhouse_van_houten\pic_0925.jpg,10,milhouse_van_houten
simpsons_dataset\charles_montgomery_burns\pic_0935.jpg,3,charles_montgomery_burns
simpsons_dataset\apu_nahasapeemapetilon\pic_0252.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\comic_book_guy\pic_0308.jpg,5,comic_book_guy
simpsons_dataset\principal_skinner\pic_0599.jpg,13,principal_skinner
simpsons_dataset\milhouse_van_houten\pic_0156.jpg,10,milhouse_van_houten
simpsons_dataset\marge_simpson\pic_0088.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0872.jpg,4,chief_wiggum
simpsons_dataset\krusty_the_clown\pic_0930.jpg,7,krusty_the_clown
simpsons_dataset\krusty_the_clown\pic_1084.jpg,7,krusty_the_clown
simpsons_dataset\bart_simpson\pic_0419.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_0583.jpg,12,ned_flanders
simpsons_dataset\marge_simpson\pic_0224.jpg,9,marge_simpson
simpsons_dataset\krusty_the_clown\pic_1083.jpg,7,krusty_the_clown
simpsons_dataset\marge_simpson\pic_1053.jpg,9,marge_simpson
simpsons_dataset\bart_simpson\pic_1254.jpg,2,bart_simpson
simpsons_dataset\krusty_the_clown\pic_0073.jpg,7,krusty_the_clown
simpsons_dataset\moe_szyslak\pic_0468.jpg,11,moe_szyslak
simpsons_dataset\abraham_grampa_simpson\pic_0034.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_0601.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0425.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_1023.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_1102.jpg,12,ned_flanders
simpsons_dataset\homer_simpson\pic_1078.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_0391.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0396.jpg,14,sideshow_bob
simpsons_dataset\chief_wiggum\pic_0731.jpg,4,chief_wiggum
simpsons_dataset\ned_flanders\pic_0763.jpg,12,ned_flanders
simpsons_dataset\marge_simpson\pic_0954.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0768.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1694.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0244.jpg,2,bart_simpson
simpsons_dataset\milhouse_van_houten\pic_0233.jpg,10,milhouse_van_houten
simpsons_dataset\moe_szyslak\pic_0453.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0116.jpg,10,milhouse_van_houten
simpsons_dataset\principal_skinner\pic_0308.jpg,13,principal_skinner
simpsons_dataset\moe_szyslak\pic_1235.jpg,11,moe_szyslak
simpsons_dataset\sideshow_bob\pic_0539.jpg,14,sideshow_bob
simpsons_dataset\milhouse_van_houten\pic_0302.jpg,10,milhouse_van_houten
simpsons_dataset\krusty_the_clown\pic_0427.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_1272.jpg,6,homer_simpson
simpsons_dataset\chief_wiggum\pic_0385.jpg,4,chief_wiggum
simpsons_dataset\sideshow_bob\pic_0814.jpg,14,sideshow_bob
simpsons_dataset\comic_book_guy\pic_0170.jpg,5,comic_book_guy
simpsons_dataset\charles_montgomery_burns\pic_0941.jpg,3,charles_montgomery_burns
simpsons_dataset\krusty_the_clown\pic_0740.jpg,7,krusty_the_clown
simpsons_dataset\chief_wiggum\pic_0450.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1019.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0173.jpg,2,bart_simpson
simpsons_dataset\bart_simpson\pic_1112.jpg,2,bart_simpson
simpsons_dataset\homer_simpson\pic_0174.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0492.jpg,3,charles_montgomery_burns
simpsons_dataset\abraham_grampa_simpson\pic_0155.jpg,0,abraham_grampa_simpson
simpsons_dataset\lisa_simpson\pic_0567.jpg,8,lisa_simpson
simpsons_dataset\chief_wiggum\pic_0002.jpg,4,chief_wiggum
simpsons_dataset\charles_montgomery_burns\pic_0003.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_1721.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0771.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_1775.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0081.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_0618.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_1986.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_1162.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0618.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_0501.jpg,11,moe_szyslak
simpsons_dataset\charles_montgomery_burns\pic_0714.jpg,3,charles_montgomery_burns
simpsons_dataset\marge_simpson\pic_1246.jpg,9,marge_simpson
simpsons_dataset\krusty_the_clown\pic_0135.jpg,7,krusty_the_clown
simpsons_dataset\lisa_simpson\pic_1039.jpg,8,lisa_simpson
simpsons_dataset\bart_simpson\pic_1160.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0844.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_1669.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_1158.jpg,11,moe_szyslak
simpsons_dataset\milhouse_van_houten\pic_0907.jpg,10,milhouse_van_houten
simpsons_dataset\homer_simpson\pic_0436.jpg,6,homer_simpson
simpsons_dataset\comic_book_guy\pic_0197.jpg,5,comic_book_guy
simpsons_dataset\ned_flanders\pic_0321.jpg,12,ned_flanders
simpsons_dataset\sideshow_bob\pic_0138.jpg,14,sideshow_bob
simpsons_dataset\principal_skinner\pic_1145.jpg,13,principal_skinner
simpsons_dataset\ned_flanders\pic_1444.jpg,12,ned_flanders
simpsons_dataset\bart_simpson\pic_0341.jpg,2,bart_simpson
simpsons_dataset\lisa_simpson\pic_0749.jpg,8,lisa_simpson
simpsons_dataset\lisa_simpson\pic_0837.jpg,8,lisa_simpson
simpsons_dataset\bart_simpson\pic_0757.jpg,2,bart_simpson
simpsons_dataset\chief_wiggum\pic_0651.jpg,4,chief_wiggum
simpsons_dataset\milhouse_van_houten\pic_0994.jpg,10,milhouse_van_houten
simpsons_dataset\sideshow_bob\pic_0088.jpg,14,sideshow_bob
simpsons_dataset\apu_nahasapeemapetilon\pic_0383.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\abraham_grampa_simpson\pic_0117.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_0001.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0722.jpg,0,abraham_grampa_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0426.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\homer_simpson\pic_0889.jpg,6,homer_simpson
simpsons_dataset\homer_simpson\pic_0890.jpg,6,homer_simpson
simpsons_dataset\sideshow_bob\pic_0816.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_1322.jpg,2,bart_simpson
simpsons_dataset\sideshow_bob\pic_0583.jpg,14,sideshow_bob
simpsons_dataset\lisa_simpson\pic_0129.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_1938.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0579.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_0293.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0538.jpg,2,bart_simpson
simpsons_dataset\krusty_the_clown\pic_1057.jpg,7,krusty_the_clown
simpsons_dataset\abraham_grampa_simpson\pic_0024.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_1089.jpg,12,ned_flanders
simpsons_dataset\marge_simpson\pic_0290.jpg,9,marge_simpson
simpsons_dataset\principal_skinner\pic_0798.jpg,13,principal_skinner
simpsons_dataset\charles_montgomery_burns\pic_0443.jpg,3,charles_montgomery_burns
simpsons_dataset\milhouse_van_houten\pic_0433.jpg,10,milhouse_van_houten
simpsons_dataset\moe_szyslak\pic_0279.jpg,11,moe_szyslak
simpsons_dataset\sideshow_bob\pic_0620.jpg,14,sideshow_bob
simpsons_dataset\homer_simpson\pic_0974.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_0721.jpg,7,krusty_the_clown
simpsons_dataset\ned_flanders\pic_1225.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0355.jpg,4,chief_wiggum
simpsons_dataset\marge_simpson\pic_0060.jpg,9,marge_simpson
simpsons_dataset\marge_simpson\pic_0044.jpg,9,marge_simpson
simpsons_dataset\chief_wiggum\pic_0681.jpg,4,chief_wiggum
simpsons_dataset\bart_simpson\pic_0950.jpg,2,bart_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0709.jpg,0,abraham_grampa_simpson
simpsons_dataset\chief_wiggum\pic_0817.jpg,4,chief_wiggum
simpsons_dataset\krusty_the_clown\pic_0104.jpg,7,krusty_the_clown
simpsons_dataset\ned_flanders\pic_0224.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0084.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0775.jpg,4,chief_wiggum
simpsons_dataset\krusty_the_clown\pic_0332.jpg,7,krusty_the_clown
simpsons_dataset\marge_simpson\pic_0385.jpg,9,marge_simpson
simpsons_dataset\bart_simpson\pic_0729.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_0206.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0991.jpg,10,milhouse_van_houten
simpsons_dataset\krusty_the_clown\pic_0798.jpg,7,krusty_the_clown
simpsons_dataset\sideshow_bob\pic_0848.jpg,14,sideshow_bob
simpsons_dataset\sideshow_bob\pic_0592.jpg,14,sideshow_bob
simpsons_dataset\sideshow_bob\pic_0666.jpg,14,sideshow_bob
simpsons_dataset\bart_simpson\pic_1065.jpg,2,bart_simpson
simpsons_dataset\homer_simpson\pic_1294.jpg,6,homer_simpson
simpsons_dataset\apu_nahasapeemapetilon\pic_0243.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\marge_simpson\pic_0214.jpg,9,marge_simpson
simpsons_dataset\ned_flanders\pic_0349.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0411.jpg,0,abraham_grampa_simpson
simpsons_dataset\krusty_the_clown\pic_1180.jpg,7,krusty_the_clown
simpsons_dataset\bart_simpson\pic_0254.jpg,2,bart_simpson
simpsons_dataset\krusty_the_clown\pic_0576.jpg,7,krusty_the_clown
simpsons_dataset\homer_simpson\pic_0623.jpg,6,homer_simpson
simpsons_dataset\krusty_the_clown\pic_0411.jpg,7,krusty_the_clown
simpsons_dataset\lisa_simpson\pic_0158.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_1311.jpg,6,homer_simpson
simpsons_dataset\comic_book_guy\pic_0322.jpg,5,comic_book_guy
simpsons_dataset\marge_simpson\pic_1003.jpg,9,marge_simpson
simpsons_dataset\comic_book_guy\pic_0051.jpg,5,comic_book_guy
simpsons_dataset\abraham_grampa_simpson\pic_0212.jpg,0,abraham_grampa_simpson
simpsons_dataset\ned_flanders\pic_1436.jpg,12,ned_flanders
simpsons_dataset\abraham_grampa_simpson\pic_0523.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_2206.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0598.jpg,11,moe_szyslak
simpsons_dataset\sideshow_bob\pic_0481.jpg,14,sideshow_bob
simpsons_dataset\lisa_simpson\pic_1026.jpg,8,lisa_simpson
simpsons_dataset\krusty_the_clown\pic_0149.jpg,7,krusty_the_clown
simpsons_dataset\abraham_grampa_simpson\pic_0452.jpg,0,abraham_grampa_simpson
simpsons_dataset\homer_simpson\pic_0295.jpg,6,homer_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0058.jpg,0,abraham_grampa_simpson
simpsons_dataset\milhouse_van_houten\pic_0635.jpg,10,milhouse_van_houten
simpsons_dataset\krusty_the_clown\pic_0373.jpg,7,krusty_the_clown
simpsons_dataset\charles_montgomery_burns\pic_0657.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_0842.jpg,11,moe_szyslak
simpsons_dataset\charles_montgomery_burns\pic_0009.jpg,3,charles_montgomery_burns
simpsons_dataset\principal_skinner\pic_0375.jpg,13,principal_skinner
simpsons_dataset\charles_montgomery_burns\pic_0524.jpg,3,charles_montgomery_burns
simpsons_dataset\charles_montgomery_burns\pic_0423.jpg,3,charles_montgomery_burns
simpsons_dataset\abraham_grampa_simpson\pic_0048.jpg,0,abraham_grampa_simpson
simpsons_dataset\marge_simpson\pic_1013.jpg,9,marge_simpson
simpsons_dataset\bart_simpson\pic_0579.jpg,2,bart_simpson
simpsons_dataset\charles_montgomery_burns\pic_0181.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_0983.jpg,6,homer_simpson
simpsons_dataset\comic_book_guy\pic_0320.jpg,5,comic_book_guy
simpsons_dataset\ned_flanders\pic_1044.jpg,12,ned_flanders
simpsons_dataset\krusty_the_clown\pic_0587.jpg,7,krusty_the_clown
simpsons_dataset\chief_wiggum\pic_0323.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1663.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0215.jpg,3,charles_montgomery_burns
simpsons_dataset\comic_book_guy\pic_0275.jpg,5,comic_book_guy
simpsons_dataset\charles_montgomery_burns\pic_0429.jpg,3,charles_montgomery_burns
simpsons_dataset\abraham_grampa_simpson\pic_0801.jpg,0,abraham_grampa_simpson
simpsons_dataset\marge_simpson\pic_1216.jpg,9,marge_simpson
simpsons_dataset\charles_montgomery_burns\pic_0306.jpg,3,charles_montgomery_burns
simpsons_dataset\marge_simpson\pic_0565.jpg,9,marge_simpson
simpsons_dataset\abraham_grampa_simpson\pic_0228.jpg,0,abraham_grampa_simpson
simpsons_dataset\charles_montgomery_burns\pic_0498.jpg,3,charles_montgomery_burns
simpsons_dataset\chief_wiggum\pic_0251.jpg,4,chief_wiggum
simpsons_dataset\homer_simpson\pic_1466.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0468.jpg,2,bart_simpson
simpsons_dataset\comic_book_guy\pic_0303.jpg,5,comic_book_guy
simpsons_dataset\ned_flanders\pic_0071.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0390.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\bart_simpson\pic_0357.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_1365.jpg,12,ned_flanders
simpsons_dataset\charles_montgomery_burns\pic_0495.jpg,3,charles_montgomery_burns
simpsons_dataset\principal_skinner\pic_0419.jpg,13,principal_skinner
simpsons_dataset\chief_wiggum\pic_0259.jpg,4,chief_wiggum
simpsons_dataset\principal_skinner\pic_1015.jpg,13,principal_skinner
simpsons_dataset\homer_simpson\pic_1493.jpg,6,homer_simpson
simpsons_dataset\ned_flanders\pic_0309.jpg,12,ned_flanders
simpsons_dataset\charles_montgomery_burns\pic_0781.jpg,3,charles_montgomery_burns
simpsons_dataset\homer_simpson\pic_2089.jpg,6,homer_simpson
simpsons_dataset\lisa_simpson\pic_0099.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_2106.jpg,6,homer_simpson
simpsons_dataset\bart_simpson\pic_0880.jpg,2,bart_simpson
simpsons_dataset\homer_simpson\pic_2111.jpg,6,homer_simpson
simpsons_dataset\moe_szyslak\pic_0993.jpg,11,moe_szyslak
simpsons_dataset\krusty_the_clown\pic_0385.jpg,7,krusty_the_clown
simpsons_dataset\lisa_simpson\pic_0053.jpg,8,lisa_simpson
simpsons_dataset\homer_simpson\pic_1335.jpg,6,homer_simpson
simpsons_dataset\charles_montgomery_burns\pic_0093.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_0054.jpg,11,moe_szyslak
simpsons_dataset\ned_flanders\pic_0919.jpg,12,ned_flanders
simpsons_dataset\comic_book_guy\pic_0241.jpg,5,comic_book_guy
simpsons_dataset\charles_montgomery_burns\pic_0358.jpg,3,charles_montgomery_burns
simpsons_dataset\apu_nahasapeemapetilon\pic_0171.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\charles_montgomery_burns\pic_0052.jpg,3,charles_montgomery_burns
simpsons_dataset\charles_montgomery_burns\pic_0217.jpg,3,charles_montgomery_burns
simpsons_dataset\marge_simpson\pic_1021.jpg,9,marge_simpson
simpsons_dataset\bart_simpson\pic_1166.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_1147.jpg,12,ned_flanders
simpsons_dataset\chief_wiggum\pic_0469.jpg,4,chief_wiggum
simpsons_dataset\ned_flanders\pic_1108.jpg,12,ned_flanders
simpsons_dataset\apu_nahasapeemapetilon\pic_0188.jpg,1,apu_nahasapeemapetilon
simpsons_dataset\bart_simpson\pic_0197.jpg,2,bart_simpson
simpsons_dataset\ned_flanders\pic_0081.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0366.jpg,12,ned_flanders
simpsons_dataset\ned_flanders\pic_0922.jpg,12,ned_flanders
simpsons_dataset\milhouse_van_houten\pic_0697.jpg,10,milhouse_van_houten
simpsons_dataset\krusty_the_clown\pic_0453.jpg,7,krusty_the_clown
simpsons_dataset\abraham_grampa_simpson\pic_0260.jpg,0,abraham_grampa_simpson
simpsons_dataset\milhouse_van_houten\pic_0606.jpg,10,milhouse_van_houten
simpsons_dataset\charles_montgomery_burns\pic_0928.jpg,3,charles_montgomery_burns
simpsons_dataset\moe_szyslak\pic_1238.jpg,11,moe_szyslak
